Indicator,Total tourism value from hospitality GDP
Unit,Real GDP
Year,Real GDP
2005,711020833
2006,676859351
2007,687254139
2008,699364551
2009,661307012
2010,720873323
2011,759272759
2012,722454304
2013,747934501
2014,779434153
2015,807511473
