Indicator,Stony Coral Live Tissue Area,Stony Coral Live Tissue Area
units,mean in cm,
Year,Mean in cm,
2011,49480.6,
2012,53103.9,
2013,52259.4,
2014,52776.8,
2015,50363.8,
2016,47648.7,
2017,48563.3,
