Indicator,Total volume of Xesto sponges in Florida Keys
units,Square meter
Year,Volume in square meter
2012,724.19444
2013,759.82851
2014,892.10267
2015,921.64482
2016,1019.3352
2017,1115.21718
2018,570.83764
