Indicator,Equivalent Dwelling Units percent of households connected to sewer system,Equivalent Dwelling Units percent of households connected to sewer system
units,Percent of households connected to sewer system,Percent of households connected to sewer system
Year,Percent of households connected to sewer system,
2009,53,
2011,43,
2013,72,
2014,72,
2014,73,
2015,76,
2016,78,
2016,84,
2017,93,
2019,93,
